注射用头孢哌酮钠舒巴坦钠,胆囊炎
注射用头孢哌酮钠舒巴坦钠,胆管炎
注射用头孢哌酮钠舒巴坦钠,败血症
注射用头孢哌酮钠舒巴坦钠,脑膜炎
注射用头孢哌酮钠舒巴坦钠,盆腔炎
注射用头孢哌酮钠舒巴坦钠,子宫内膜炎
醋酸泼尼松片,结缔组织病
醋酸泼尼松片,系统性红斑狼疮
醋酸泼尼松片,皮肌炎
醋酸泼尼松片,血管炎
醋酸泼尼松片,急性白血病
醋酸泼尼松片,恶性淋巴瘤
醋酸地塞米松片,结缔组织病
醋酸地塞米松片,皮炎
醋酸地塞米松片,溃疡性结肠炎
醋酸地塞米松片,急性白血病
醋酸地塞米松片,恶性淋巴瘤
地塞米松磷酸钠注射液,类风湿性关节炎
地塞米松磷酸钠注射液,红斑狼疮
地塞米松磷酸钠注射液,皮炎
地塞米松磷酸钠注射液,溃疡性结肠炎
地塞米松磷酸钠注射液,急性白血病
地塞米松磷酸钠注射液,恶性淋巴瘤
注射用倍他米松磷酸钠,类风湿性关节炎
注射用倍他米松磷酸钠,红斑狼疮
注射用倍他米松磷酸钠,急性白血病
卡铂注射液,恶性肿瘤
注射用胸腺五肽,免疫功能低下
依西美坦片,乳腺癌
注射用亚叶酸钙,腹泻
注射用亚叶酸钙,营养不良
注射用亚叶酸钙,直肠癌
注射用氨磷汀,乳腺癌
注射用氨磷汀,鼻咽癌
肝素钠注射液,肺栓塞
依诺肝素钠注射液,肺栓塞
依诺肝素钠注射液,心绞痛
注射用纤溶酶,脑梗死
炔诺酮片,子宫内膜异位症
黄体酮注射液,先兆流产
地衣芽孢杆菌活菌胶囊,慢性肠炎
地衣芽孢杆菌活菌胶囊,腹泻
蒙脱石散,慢性腹泻
甘油灌肠剂,便秘
酚酞含片,便秘
硝酸甘油注射液,冠心病
硝酸异山梨酯片,冠心病
硝酸异山梨酯片,心绞痛
硝酸异山梨酯片,肺动脉高压
单硝酸异山梨酯缓释胶囊,冠心病
单硝酸异山梨酯缓释胶囊,心绞痛
盐酸地尔硫卓片,心绞痛
盐酸地尔硫卓片,高血压
注射用盐酸地尔硫卓,心绞痛
硝苯地平片,高血压
硝苯地平片,心绞痛
盐酸曲美他嗪片,心绞痛
玻璃酸钠滴眼液,干眼症
硫酸阿托品眼用凝胶,虹膜睫状体炎
酒石酸托特罗定片,尿失禁
复方消化酶胶囊,消化不良
复方消化酶胶囊,胆囊炎
复方消化酶胶囊,消化不良
胰酶肠溶片,消化不良
复方骨肽注射液,类风湿性关节炎
复方骨肽注射液,骨质疏松
双氯芬酸钠栓,类风湿性关节炎
双氯芬酸钠栓,发热
吲哚美辛肠溶片,关节炎
吲哚美辛肠溶片,疼痛
吲哚美辛肠溶片,痛经
对乙酰氨基酚缓释片,发热
对乙酰氨基酚缓释片,头痛
对乙酰氨基酚缓释片,关节痛
对乙酰氨基酚缓释片,神经痛
对乙酰氨基酚缓释片,痛经
氨酚双氢可待因片,疼痛
氨酚双氢可待因片,背痛
氨酚双氢可待因片,头痛
氨酚双氢可待因片,痛经
氨酚双氢可待因片,神经痛
氨酚双氢可待因片,咳嗽
氨酚双氢可待因片,头痛
氨酚双氢可待因片,发热
布洛芬颗粒,头痛
布洛芬颗粒,关节痛
布洛芬颗粒,神经痛
布洛芬颗粒,痛经
布洛芬颗粒,发热
双氯芬酸钠缓释片,类风湿性关节炎
双氯芬酸钠缓释片,关节炎
双氯芬酸钠缓释片,滑囊炎
双氯芬酸钠缓释片,腰背痛
双氯芬酸钠缓释片,痛经
硫酸阿托品注射液,休克
骨化三醇胶丸,骨质疏松
红霉素眼膏,结膜炎
红霉素眼膏,睑缘炎
苯溴马隆片,痛风性关节炎
秋水仙碱片,痛风性关节炎
磷酸可待因片,咳嗽
磷酸可待因片,疼痛
妥布霉素地塞米松滴眼液,结膜炎
多巴丝肼片,帕金森病
多巴丝肼片,脑炎
丁溴东莨菪碱注射液,肾绞痛
多潘立酮片,消化不良
盐酸甲氧氯普胺注射液,急性胃肠炎
盐酸伊托必利片,消化不良
注射用盐酸表柔比星,恶性淋巴瘤
注射用盐酸表柔比星,乳腺癌
注射用盐酸表柔比星,胃癌
注射用盐酸表柔比星,肝癌
注射用盐酸表柔比星,胰腺癌
注射用盐酸表柔比星,多发性骨髓瘤
注射用盐酸表柔比星,白血病
洛芬待因片,疼痛
高乌甲素贴片,疼痛
间苯三酚注射液,肾绞痛
注射用辅酶A,白细胞减少症
三磷酸腺苷二钠注射液,脑出血后遗症
三磷酸腺苷二钠注射液,心功能不全
盐酸多奈哌齐片,痴呆
注射用环磷酰胺,恶性淋巴瘤
注射用环磷酰胺,乳腺癌
注射用环磷酰胺,鼻咽癌
注射用异环磷酰胺,乳腺癌
注射用异环磷酰胺,恶性淋巴瘤
尼莫地平片,突发性耳聋
尼莫地平片,高血压病
尼麦角林片,痴呆
盐酸氟桂利嗪胶囊,耳鸣
盐酸氟桂利嗪胶囊,癫痫
环孢素软胶囊,类风湿性关节炎
环孢素软胶囊,肾病综合征
盐酸黄酮哌酯片,尿失禁
非那雄胺片,尿潴留
注射用盐酸万古霉素,骨髓炎
注射用盐酸万古霉素,败血症
溴吡斯的明片,尿潴留
克拉霉素片,急性支气管炎
克拉霉素片,肺炎
克拉霉素片,丹毒
克拉霉素片,毛囊炎
注射用阿奇霉素,盆腔炎
阿奇霉素片,急性咽炎
阿奇霉素片,急性扁桃体炎
阿奇霉素片,中耳炎
阿奇霉素片,急性支气管炎
阿奇霉素片,肺炎
美敏伪麻溶液,咽痛
美敏伪麻溶液,咳嗽
乙酰半胱氨酸颗粒,咳嗽
注射用阿昔洛韦,带状疱疹
阿昔洛韦片,带状疱疹
氯雷他定片,荨麻疹
炉甘石洗剂,湿疹
复方甘草酸苷注射液,湿疹
复方甘草酸苷注射液,荨麻疹
乳酸环丙沙星氯化钠注射液,尿路感染
乳酸环丙沙星氯化钠注射液,肺部感染
乳酸环丙沙星氯化钠注射液,败血症
左氧氟沙星片,尿路感染
左氧氟沙星片,肺部感染
左氧氟沙星片,败血症
氢氯噻嗪片,水肿
氢氯噻嗪片,充血性心力衰竭
依巴斯汀片,荨麻疹
依巴斯汀片,湿疹
依巴斯汀片,皮炎
注射用长春西汀,脑梗死后遗症
注射用长春西汀,脑出血后遗症
酒石酸美托洛尔片,高血压
酒石酸美托洛尔片,心绞痛
酒石酸美托洛尔片,主动脉夹层
酒石酸美托洛尔片,心律失常
酒石酸美托洛尔片,心脏神经官能症
酒石酸美托洛尔片,心力衰竭
盐酸胺碘酮片,心房颤动
盐酸胺碘酮片,房颤
盐酸胺碘酮片,室性早搏
盐酸普罗帕酮注射液,心房扑动
紫杉醇注射液,食管癌
紫杉醇注射液,乳腺癌
注射用乌司他丁,急性胰腺炎
注射用门冬氨酸鸟氨酸,肝硬化
注射用门冬氨酸鸟氨酸,脂肪肝
双环醇片,慢性肝炎
双环醇片,肝硬化
双环醇片,药物性肝炎
盐酸西替利嗪片,荨麻疹
盐酸异丙嗪注射液,荨麻疹
盐酸赛庚啶片,荨麻疹
盐酸赛庚啶片,湿疹
右旋糖酐40葡萄糖注射液,休克
右旋糖酐40葡萄糖注射液,心绞痛
右旋糖酐40葡萄糖注射液,脑血栓形成
聚明胶肽注射液,败血症
聚明胶肽注射液,低血压
注射用丙戊酸钠,癫痫
丙戊酸钠缓释片,癫痫
复合乳酸菌胶囊,肠功能紊乱
复合乳酸菌胶囊,慢性腹泻
氟尿嘧啶注射液,乳腺癌
氟尿嘧啶注射液,宫颈癌
甲氨蝶呤片,恶性淋巴瘤
甲氨蝶呤片,乳腺癌
甲氨蝶呤片,宫颈癌
注射用盐酸阿糖胞苷,急性白血病
注射用盐酸阿糖胞苷,白血病
注射用盐酸阿糖胞苷,恶性淋巴瘤
硫酸羟氯喹片,系统性红斑狼疮
阿昔洛韦乳膏,带状疱疹
注射用左卡尼汀,心律失常
注射用左卡尼汀,高脂血症
注射用尿激酶,肺栓塞
左甲状腺素钠片,甲状腺肿
维生素B1注射液,消化不良
维生素B1片,消化不良
维生素B1片,神经炎
复合维生素B片,营养不良
复合维生素B片,厌食
维生素D滴剂,维生素D缺乏症
维生素AD软胶囊,干眼症
维生素AD软胶囊,维生素D缺乏症
维生素B6片,脂溢性皮炎
重酒石酸间羟胺注射液,低血压
重酒石酸间羟胺注射液,脑肿瘤
盐酸异丙肾上腺素注射液,感染性休克
盐酸多巴胺注射液,心功能不全
重酒石酸去甲肾上腺素注射液,急性心肌梗死
重酒石酸去甲肾上腺素注射液,休克
重酒石酸去甲肾上腺素注射液,低血压
盐酸多巴酚丁胺注射液,心力衰竭
氟康唑氯化钠注射液,恶性肿瘤
氟康唑氯化钠注射液,尿路感染
多索茶碱片,呼吸困难
硫酸沙丁胺醇注射液,哮喘
氨茶碱片,阻塞性肺气肿
孟鲁司特钠片,哮喘
注射用腺苷钴胺,白细胞减少症
西洛他唑片,动脉粥样硬化
西洛他唑片,糖尿病
西洛他唑片,疼痛
非诺贝特胶囊,高脂血症
长春西汀注射液,脑出血后遗症
阿托伐他汀钙片,高脂血症
普罗布考片,高胆固醇血症
莫匹罗星软膏,皮肤感染
莫匹罗星软膏,毛囊炎
门冬氨酸钾镁注射液,低钾血症
门冬氨酸钾镁注射液,心律失常
门冬氨酸钾镁注射液,肝硬化
门冬氨酸钾镁注射液,肝性脑病
去乙酰毛花苷注射液,心力衰竭
去乙酰毛花苷注射液,心房颤动
去乙酰毛花苷注射液,心房扑动
地高辛片,高血压
地高辛片,肺源性心脏病
地高辛片,贫血
地高辛片,心房颤动
地高辛片,心房扑动
托拉塞米注射液,水肿
托拉塞米注射液,慢性肾衰竭
铝镁混悬液,慢性胃炎
盐酸雷尼替丁注射液,胃出血
胃铋镁颗粒,慢性胃炎
胃铋镁颗粒,十二指肠溃疡
胃铋镁颗粒,反流性食管炎
奥美拉唑肠溶胶囊,胃溃疡
奥美拉唑肠溶胶囊,十二指肠溃疡
奥美拉唑肠溶胶囊,反流性食管炎
铝碳酸镁片,慢性胃炎
瑞巴派特片,胃溃疡
曲安奈德益康唑乳膏,湿疹
糠酸莫米松乳膏,湿疹
糠酸莫米松乳膏,神经性皮炎
糠酸莫米松乳膏,甲沟炎
依托泊苷注射液,恶性淋巴瘤
依托泊苷注射液,白血病
注射用硫酸长春地辛,恶性淋巴瘤
注射用硫酸长春地辛,乳腺癌
注射用硫酸长春地辛,食管癌
葡萄糖酸钙锌口服溶液,骨质疏松
葡萄糖酸钙氯化钠注射液,高钾血症
甘草锌颗粒,厌食
甘草锌颗粒,十二指肠溃疡
甘草锌颗粒,胃溃疡
碳酸钙片,骨质疏松
甲钴胺片,周围神经病
依达拉奉注射液,脑水肿
注射用腺苷钴胺,白细胞减少症
巴氯芬片,脊髓肿瘤
巴氯芬片,脑血管病
巴氯芬片,脑膜炎
氯硝西泮片,癫痫
氯硝西泮片,癫痫
氢溴酸樟柳碱注射液,震颤
垂体后叶注射液,消化道出血
垂体后叶注射液,尿崩症
多糖蛋白片,白细胞减少症
肾上腺色腙片,咯血
肾上腺色腙片,血尿
维生素K1注射液,黄疸
维生素K1注射液,慢性腹泻
三维亚铁咀嚼片,缺铁性贫血
右旋糖酐铁片,营养不良
右旋糖酐铁片,缺铁性贫血
注射用苯巴比妥钠,癫痫
非洛地平缓释片,支气管炎
复方磺胺甲噁唑片,溶血性贫血
甘露醇注射液,排尿困难
巴氯芬片,帕金森病
非洛地平缓释片,呼吸困难
氢氯噻嗪片,高尿酸血症
氯化钾缓释片,高钾血症
甘露醇注射液,发热
去乙酰毛花苷注射液,窦性停搏
地高辛片,窦性停搏
巴氯芬片,癫痫
非洛地平缓释片,鼻出血
盐酸多西环素片,败血症
