注射用氯诺昔康,心功能受损,病
注射用氯诺昔康,脑出血,病
注射用氯诺昔康,重度肾功能受损,病
注射用氯诺昔康,疑有脑出血,病
注射用氯诺昔康,疼痛发红刺痛紧张感,病
注射用氯诺昔康,哺乳期,孕妇
注射用氯诺昔康,出血性体质凝血障碍,病
注射用氯诺昔康,大量失血或脱水,病
注射用氯诺昔康,胃肠胀气躁动消化不良腹泻血压增高心悸寒战多汗味觉障碍口干白细胞减少血小板减少排尿障碍,病
注射用氯诺昔康,乙酰水杨酸,过敏
注射用氯诺昔康,氯诺昔康,过敏
注射用氯诺昔康,肝功能受损,病
注射用氯诺昔康,年龄小于18岁或大,小儿
注射用氯诺昔康,年龄小于18岁或大,老人
注射用氯诺昔康,年龄小于18岁或大,儿童
注射用氯诺昔康,手术中有出血危险或凝血机制不健全,病
注射用氯诺昔康,胃痛,病
注射用氯诺昔康,胃出血,病
注射用氯诺昔康,肠出血,病
维生素K1注射液,肝脏疾患,病
维生素K1注射液,肝功不良,病
丁溴东莨菪碱注射液,心脏病器质性幽门狭窄,病
丁溴东莨菪碱注射液,青光眼,病
丁溴东莨菪碱注射液,前列腺肥大,病
丁溴东莨菪碱注射液,麻痹性肠梗阻,病
克拉霉素片,大环内酯,过敏
克拉霉素片,哺乳期,孕妇
克拉霉素片,服用特非那丁治疗,病
克拉霉素片,水电解质紊乱,病
克拉霉素片,肝功能损害,病
克拉霉素片,q－t间期延长,病
克拉霉素片,缺血性心脏病,病
克拉霉素片,心脏病,病
克拉霉素片,心律失常,病
克拉霉素片,充血性心力衰竭,病
克拉霉素片,心动过缓,病
克林霉素磷酸酯注射液,克林霉素,过敏
克林霉素磷酸酯注射液,林可霉素,过敏
复方甘草酸苷注射液,低钾血症,病
复方甘草酸苷注射液,醛固酮症,病
复方甘草酸苷注射液,高血压症,病
利福喷丁胶囊,肝功能不全,病
利福喷丁胶囊,利福霉素,过敏
利福喷丁胶囊,胆道阻塞,病
乳酸环丙沙星氯化钠注射液,氟喹诺酮,过敏
吗替麦考酚酯胶囊,mpa,过敏
头孢地尼胶囊,青霉素,过敏
头孢地尼胶囊,头孢菌素,过敏
氢化可的松注射液,甾体激素,过敏
氢化可的松注射液,新近胃肠吻合手术,病
氢化可的松注射液,溃疡,病
氢化可的松注射液,高血压,病
氢化可的松注射液,肾上腺皮质机能亢进症,病
氢化可的松注射液,霉菌感染,病
氢化可的松注射液,创伤修复期,病
氢化可的松注射液,糖尿病,病
氢化可的松注射液,骨质疏松,病
氢化可的松注射液,角膜溃疡,病
盐酸雷尼替丁胶囊,8岁以下儿童,儿童
盐酸雷尼替丁胶囊,哺乳期,孕妇
注射用奥沙利铂,哺乳期,孕妇
注射用奥沙利铂,铂,过敏
依巴斯汀片,嗜酸性白细胞增多,病
注射用盐酸万古霉素,耳聋,过敏
注射用盐酸万古霉素,糖肽,过敏
注射用盐酸万古霉素,氨基糖苷类,过敏
双氯芬酸钠缓释片,消化道溃疡,病
双氯芬酸钠缓释片,心律不齐耳鸣,病
双氯芬酸钠缓释片,哮喘肝炎水肿,病
双氯芬酸钠缓释片,阿司匹林,过敏
双氯芬酸钠缓释片,哮喘荨麻疹,病
双氯芬酸钠缓释片,骨髓抑制,病
硫酸沙丁胺醇注射液,肌肉震颤外周血管舒张,病
佐匹克隆片,重症睡眠呼吸暂停综合症,病
佐匹克隆片,重症肌无力,病
佐匹克隆片,失代偿的呼吸功能不全,病
注射用异环磷酰胺,哺乳期,孕妇
注射用异环磷酰胺,骨髓抑制,病
盐酸普罗帕酮注射液,房室传导阻滞,病
盐酸普罗帕酮注射液,双束支传导阻滞,病
盐酸普罗帕酮注射液,无起搏博器保护的窦房结功能障碍,病
盐酸普罗帕酮注射液,低血压,病
盐酸普罗帕酮注射液,充血性心力衰竭,病
盐酸普罗帕酮注射液,心源性休克,病
甲钴胺片,甲钴胺,过敏
酒石酸托特罗定片,溃疡性结肠炎,病
酒石酸托特罗定片,精神混乱,病
酒石酸托特罗定片,肌无力,病
酒石酸托特罗定片,窄角型青光眼,病
酒石酸托特罗定片,中毒性巨结肠,病
酒石酸托特罗定片,尿潴留胃滞纳,病
醋酸曲普瑞林注射液,前列腺切除手术,病
醋酸曲普瑞林注射液,促性腺激素释放激素,病
醋酸曲普瑞林注射液,非激素依赖性的前列腺癌,病
醋酸曲普瑞林注射液,热潮红阴道干涸交媾困难出血斑,病
醋酸曲普瑞林注射液,睡眠紊乱,病
氨茶碱片,惊厥性疾病,病
氨茶碱片,活动性消化溃疡,病
顺铂注射液,肾损害,病
顺铂注射液,6其他心脏功能异常肝功能改变,病
顺铂注射液,脸肿气喘心动过速低血压非特异斑丘疹类皮疹,病
炔诺酮片,突破性出血重症肝肾病,病
炔诺酮片,恶心头晕倦怠,病
炔诺酮片,乳房肿块,病
卡铂注射液,肾毒性耳毒性血液方面毒性神经毒性及过敏,病
卡铂注射液,肝肾功能不全,病
卡铂注射液,明显骨髓抑制,病
卡铂注射液,顺铂或其他含铂化合物过敏,病
卡铂注射液,甘露醇过敏,病
卡铂注射液,骨髓抑制,病
氟康唑胶囊,本品或其他吡咯有过敏史,病
阿卡波糖片,荨麻疹,病
阿卡波糖片,胃肠胀气,病
阿卡波糖片,阿卡波糖过敏,病
阿卡波糖片,明显消化和吸收障碍,病
阿卡波糖片,肠鸣音,病
阿卡波糖片,糖尿病昏迷,病
阿卡波糖片,慢性胃肠功能紊乱,病
阿卡波糖片,roemheld综合症,病
阿卡波糖片,肝重肾功能损害,病
阿卡波糖片,酸中毒,病
阿卡波糖片,由于肠胀气而可能恶化的疾患,病
阿卡波糖片,肠道术后和肠溃疡,病
阿卡波糖片,的疝、肠梗阻,病
注射用纤溶酶,肝肾功能损伤活动性肺结核空洞,病
注射用纤溶酶,凝血机制障碍出血倾向,病
注射用纤溶酶,消化性溃疡,病
注射用胸腺五肽,器官移植,病
复方消化酶胶囊,胆道完全闭锁,病
复方消化酶胶囊,急性肝炎,病
盐酸替扎尼定片,盐酸替扎尼定,过敏
硫酸阿米卡星注射液,阿米卡星,过敏
注射用头孢呋辛钠,头孢菌素,过敏
注射用白眉蛇毒血凝酶,长白山白眉[UNK]蛇冻干蛇毒,病
依托泊苷注射液,心肝肾功能有障碍,病
依托泊苷注射液,骨髓抑制白细胞血小板明显低下,病
依托泊苷注射液,脱发食欲减退恶心呕吐心悸头晕,病
依托泊苷注射液,低血压静脉炎,病
依托泊苷注射液,骨髓抑制,病
伏格列波糖片,糖尿病昏迷,病
伏格列波糖片,酮体症,病
伏格列波糖片,创伤,病
伏格列波糖片,感染,病
伏格列波糖片,手术前后,病
枸橼酸他莫昔芬片,眼底疾病,病
枸橼酸他莫昔芬片,肺栓塞,病
枸橼酸他莫昔芬片,血栓形成,病
枸橼酸他莫昔芬片,枸橼酸他莫昔芬精神错乱,病
盐酸消旋山莨菪碱注射液,颅内压增高脑出血急性期青光眼幽门梗阻肠梗阻,病
盐酸消旋山莨菪碱注射液,反流性食管炎重症溃疡性结肠炎,病
盐酸消旋山莨菪碱注射液,前列腺肥大,病
比卡鲁胺片,康士得,病
比卡鲁胺片,腹痛胸痛头痛骨盆痛寒战,病
阿奇霉素片,阿奇霉素,过敏
阿奇霉素片,红霉素,过敏
盐酸甲氧氯普胺注射液,普鲁卡因,过敏
盐酸甲氧氯普胺注射液,胃肠道出血,病
盐酸甲氧氯普胺注射液,机械性肠梗阻,病
盐酸甲氧氯普胺注射液,嗜铬细胞瘤,病
盐酸甲氧氯普胺注射液,癫痫发作,病
盐酸甲氧氯普胺注射液,肝功能衰竭,病
复方谷氨酰胺肠溶胶囊,葡萄糖-6-磷酸酶缺乏,病
苯巴比妥片,肺功能不全,病
苯巴比妥片,哮喘史,病
苯巴比妥片,血卟啉病史,病
苯巴比妥片,未控制的糖尿病,病
苯巴比妥片,肝硬化,病
普罗布考片,普罗布考,过敏
普罗布考片,室性心律失常,病
普罗布考片,正在反应延长q-t间期,病
普罗布考片,新近心肌梗死,病
普罗布考片,q-t间期延长,病
普罗布考片,心源性晕厥,病
普罗布考片,血镁过低,病
普罗布考片,近期心肌损害,病
普罗布考片,心动过缓,病
普罗布考片,有不明原因晕厥,病
普罗布考片,心电图q-t间期延长,病
注射用盐酸地尔硫卓,可能妊娠,病
氢溴酸山莨菪碱注射液,脑出血急性期,病
氢溴酸山莨菪碱注射液,青光眼,病
注射用硝普钠,的肾功能衰竭,病
注射用硝普钠,动静脉分流,病
注射用硝普钠,代偿性高血压,病
注射用硝普钠,主动脉缩窄,病
盐酸胺碘酮片,窦房结功能异常,病
盐酸胺碘酮片,心动过缓引起晕厥,病
盐酸胺碘酮片,ii或iii度房室传导阻滞,病
门冬氨酸钾镁注射液,肾功能不全,病
门冬氨酸钾镁注射液,高血镁,病
门冬氨酸钾镁注射液,高血钾,病
门冬氨酸钾镁注射液,房室传导阻滞,病
依诺肝素钠注射液,活动性消化系统溃疡中风,病
依诺肝素钠注射液,出血倾向,病
奥美沙坦酯片,血胆红素上升,病
奥美沙坦酯片,肝脏酶上升,病
奥美沙坦酯片,血管紧张素ⅱ受体拮抗剂引起横纹肌溶解症,病
注射用哌拉西林钠他唑巴坦钠,荨麻疹,病
注射用哌拉西林钠他唑巴坦钠,青霉素类、头孢菌素类抗生素或β内酰胺酶抑制药过敏,病
注射用哌拉西林钠他唑巴坦钠,斑丘疹,病
注射用哌拉西林钠他唑巴坦钠,消化不良,病
左氧氟沙星片,氟喹诺酮,过敏
注射用头孢噻肟钠,头孢菌素,过敏
注射用头孢噻肟钠,青霉素,病
阿司匹林肠溶片,神经血管性水肿,病
阿司匹林肠溶片,血友病或血小板减少症,病
阿司匹林肠溶片,活动性溃疡病,病
阿司匹林肠溶片,消化道出血,病
阿司匹林肠溶片,阿司匹林,过敏
布洛芬颗粒,活动期消化道溃疡,病
氟哌啶醇注射液,帕金森,病
氟哌啶醇注射液,帕金森,病
氟哌啶醇注射液,基底神经节病变,病
氟哌啶醇注射液,重征肌无力,病
氟哌啶醇注射液,中枢神经抑制状态,病
氟哌啶醇注射液,青光眼,病
氟哌啶醇注射液,骨髓抑制,病
硝酸异山梨酯片,贫血,病
硝酸异山梨酯片,缩窄性心包炎,病
硝酸异山梨酯片,心包填塞,病
硝酸异山梨酯片,颅内压增高,病
硝酸异山梨酯片,硝基化合物,过敏
硝酸异山梨酯片,肥厚梗阻型心肌病,病
硝酸异山梨酯片,原发性肺动脉高压,病
硝酸异山梨酯片,青光眼,病
秋水仙碱片,骨髓增生低下,病
秋水仙碱片,肾和肝功能不全,病
红霉素软膏,红霉素,过敏
硝苯地平片,一过性低血压,病
注射用头孢曲松钠,头孢菌素,过敏
注射用头孢曲松钠,肝肾功能异常,病
多索茶碱片,阵发性痉挛,病
多索茶碱片,窦性心动过速,病
多索茶碱片,多索茶碱或黄嘌呤衍生物过敏,病
多索茶碱片,心律不齐,病
多索茶碱片,急性心肌梗死,病
苯磺酸左旋氨氯地平片,二氢吡啶类钙拮抗剂过敏,病
碘海醇注射液,甲状腺病症,病
碘海醇注射液,碘海醇注射液有反应既往史,病
碘海醇注射液,癫痫病史,病
黄体酮注射液,肝损伤,病
双氯芬酸钠栓,肝、肾功能不全,病
双氯芬酸钠栓,高过敏体质,病
双氯芬酸钠栓,阿司匹林,过敏
双氯芬酸钠栓,支气管痉挛,病
双氯芬酸钠栓,肛门炎症,病
双氯芬酸钠栓,阿司匹林,过敏
恩替卡韦片,恩替卡韦,过敏
红霉素眼膏,红霉素,过敏
地高辛片,预激综合征伴心房颤动,病
地高辛片,心室颤动,病
地高辛片,洋地黄,药
地高辛片,室性心动过速,病
地高辛片,梗阻性肥厚型心肌病,病
缬沙坦胶囊,腹泻鼻炎咽炎关节痛恶心,病
盐酸贝尼地平片,妊娠,病
盐酸贝尼地平片,休克,病
唑来膦酸注射液,哺乳期,孕妇
唑来膦酸注射液,双膦酸,过敏
唑来膦酸注射液,肾功能不全,病
盐酸二甲双胍片,心力衰竭,病
盐酸二甲双胍片,重大手术以及临床有低血压和缺氧情况,病
盐酸二甲双胍片,2型糖尿病伴有酮症酸中毒,病
盐酸二甲双胍片,肝及肾功能不全,病
盐酸二甲双胍片,肺功能不全,病
盐酸二甲双胍片,感染和外伤,病
盐酸二甲双胍片,急性心肌梗死,病
盐酸二甲双胍片,心、肺病,病
盐酸二甲双胍片,维生素b12、叶酸和铁缺乏,病
注射用氨磷汀,低血钙,病
注射用氨磷汀,低血压,病
注射用氨磷汀,甘露醇,过敏
非诺贝特胶囊,胆石症,病
非诺贝特胶囊,非诺贝特,过敏
非诺贝特胶囊,胆囊疾病史,病
非诺贝特胶囊,胆结石,病
非诺贝特胶囊,不明原因的肝功能持续异常,病
非诺贝特胶囊,肾功能不全,病
非诺贝特胶囊,原发性胆汁性肝硬化,病
非诺贝特胶囊,肝功能不全,病
外用冻干人纤维蛋白粘合剂,动脉及大静脉的大出血,病
垂体后叶注射液,血管硬化,病
垂体后叶注射液,高血压成冠状动脉病,病
垂体后叶注射液,骨盆过窄,病
垂体后叶注射液,肾脏炎,病
垂体后叶注射液,羊水过多,病
垂体后叶注射液,心肌炎,病
垂体后叶注射液,子宫膨胀过度,病
盐酸普鲁卡因注射液,重症肌无力,病
盐酸普鲁卡因注射液,心、肾功能不全,病
盐酸普鲁卡因注射液,高铁血红蛋白症,病
硫酸阿托品注射液,前列腺肥大,病
硫酸阿托品注射液,青光眼,病
阿加曲班注射液,脑栓塞,病
阿加曲班注射液,消化道出血,病
阿加曲班注射液,尿路出血,病
阿加曲班注射液,生殖器官出血,病
阿加曲班注射液,脑栓塞,病
阿加曲班注射液,梗塞,病
阿加曲班注射液,血友病,病
吲哚美辛肠溶片,精神病,病
吲哚美辛肠溶片,帕金森病,病
吲哚美辛肠溶片,肝肾功能不全,病
吲哚美辛肠溶片,支气管哮喘,病
吲哚美辛肠溶片,活动性溃疡,病
吲哚美辛肠溶片,阿司匹林,过敏
吲哚美辛肠溶片,血管神经性水肿,病
吲哚美辛肠溶片,溃疡性结肠炎,病
盐酸氨溴索注射液,盐酸氨溴索,过敏
巴曲酶注射液,新近手术,病
巴曲酶注射液,多脏器功能衰竭症,病
巴曲酶注射液,内脏肿瘤,病
巴曲酶注射液,乳头肌断裂,病
巴曲酶注射液,活动性消化道溃疡,病
巴曲酶注射液,血管障碍所致出血倾向,病
巴曲酶注射液,纤溶性制剂,病
巴曲酶注射液,出凝血障碍性疾病,病
巴曲酶注射液,重症高血压,病
巴曲酶注射液,消化道憩室炎,病
巴曲酶注射液,重度肝或肾功能障碍,病
巴曲酶注射液,颅内出血,病
巴曲酶注射液,心室中隔穿孔,病
巴曲酶注射液,出血可能,病
巴曲酶注射液,亚急性细菌性心内膜炎,病
巴曲酶注射液,重症糖尿病,病
巴曲酶注射液,心原性休克,病
注射用唑来膦酸,肾功能不全,病
注射用唑来膦酸,双膦酸,过敏
尼麦角林片,的心动过缓,病
尼麦角林片,出血倾向,病
尼麦角林片,尼麦角林,过敏
尼麦角林片,直立性调节功能障碍,病
复方氯化钠注射液,水肿性疾病,病
复方氯化钠注射液,利尿药反应不佳,病
复方氯化钠注射液,低钾血症,病
复方氯化钠注射液,高血压,病
复方氯化钠注射液,肾病综合症,病
复方氯化钠注射液,脑水肿,病
复方氯化钠注射液,肝硬化腹水,病
复方氯化钠注射液,急性左心衰竭,病
复方氯化钠注射液,充血性心力衰竭,病
复方氯化钠注射液,慢性肾功能衰竭尿量减少,病
复方氯化钠注射液,特发性水肿,病
复方氯化钠注射液,急性肾功能衰竭少尿期,病
盐酸黄酮哌酯片,心、肝、肾功能受损,病
盐酸黄酮哌酯片,尿道阻塞失代偿,病
盐酸黄酮哌酯片,胃部不适,病
盐酸黄酮哌酯片,神经精神症状,病
盐酸黄酮哌酯片,贲门失弛缓症,病
盐酸黄酮哌酯片,视力模糊,病
